Model,N. of Trees,Binary Logloss,Binary Err Rate,Roc Auc,Binary Logloss Under Max Attack,Binary Err Rate Under Max Attack,Roc Auc Under Max Attack
Baseline (p=1.0; n=1),190,0.32038518153252094,0.15066401062416998,0.9055881709173963,0.4395355985463031,0.21394422310756972,0.8235144413779977
Baseline (p=1.0; n=1),200,0.32038518153252094,0.15066401062416998,0.9055881709173963,0.4395355985463031,0.21394422310756972,0.8235144413779977
Baseline (p=1.0; n=max),0,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),10,0.42365914838208174,0.1909694555112882,0.8527796559763988,0.43727174731239976,0.21135458167330679,0.8370723496383707
Baseline (p=1.0; n=max),20,0.37054524037157255,0.1748339973439575,0.8728687309668822,0.4411546504965307,0.21241699867197875,0.8045487009897221
Baseline (p=1.0; n=max),30,0.34871695431867816,0.16779548472775566,0.8885831628283213,0.4351602235545141,0.21679946879150067,0.8127671535972593
Baseline (p=1.0; n=max),40,0.33676611901434717,0.15683930942895086,0.8968126784354777,0.41940753637057565,0.20132802124833998,0.8279650742291588
Baseline (p=1.0; n=max),50,0.3306920414396274,0.1551128818061089,0.9001337076513132,0.4102870805936166,0.1950863213811421,0.8372871383707651
Baseline (p=1.0; n=max),60,0.3263734330482626,0.15258964143426296,0.9024257232584698,0.4026576682918696,0.1899070385126162,0.8443960434906739
Baseline (p=1.0; n=max),70,0.3237018710426141,0.15252324037184595,0.9038244432813094,0.4016206015229906,0.1891766268260292,0.8455474400456795
Baseline (p=1.0; n=max),80,0.3210886344733723,0.15119521912350598,0.9055041634944805,0.39913096688748434,0.18837981407702523,0.8477466929958127
Baseline (p=1.0; n=max),90,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),100,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),110,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),120,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),130,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),140,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),150,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),160,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),170,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),180,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),190,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Baseline (p=1.0; n=max),200,0.31969942985578653,0.150132802124834,0.9063735487247813,0.395421889091845,0.18837981407702523,0.8509795393985533
Standard,0,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,10,0.41090244380485796,0.1809428950863214,0.8527154548915113,0.45017977841643325,0.2142098273572377,0.8082254829653597
Standard,20,0.412396436334198,0.18605577689243027,0.8328743457365817,0.5305918402425073,0.24721115537848606,0.7166082032736962
Standard,30,0.35300475009535287,0.15697211155378485,0.8856689189189189,0.45579086916392897,0.2104249667994688,0.8052424224400456
Standard,40,0.32885209179463787,0.15132802124833997,0.9012246740578607,0.4466304061413014,0.2098937583001328,0.8170271578797107
Standard,50,0.3207973543569042,0.14847277556440902,0.9057971783403121,0.4799086895660785,0.22649402390438247,0.7884705105633802
Standard,60,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,70,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,80,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,90,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,100,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,110,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,120,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,130,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,140,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,150,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,160,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,170,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,180,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,190,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
Standard,200,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.49246345523009916,0.2303452855245684,0.7802541991815759
