Model,N. of Trees,Binary Logloss,Binary Err Rate,Roc Auc,Binary Logloss Under Max Attack,Binary Err Rate Under Max Attack,Roc Auc Under Max Attack
Standard,30,0.35300475009535287,0.15697211155378485,0.8856689189189189,0.3911781346049561,0.1848605577689243,0.8532783950323563
Standard,40,0.32885209179463787,0.15132802124833997,0.9012246740578607,0.3749696970849524,0.18393094289508632,0.8662465859345261
Standard,50,0.3207973543569042,0.14847277556440902,0.9057971783403121,0.386846091298529,0.18818061088977422,0.8588751427483822
Standard,60,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,70,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,80,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,90,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,100,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,110,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,120,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,130,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,140,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,150,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,160,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,170,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,180,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,190,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
Standard,200,0.31737256236770667,0.1460823373173971,0.9077255900266463,0.3970802756031499,0.19143426294820717,0.8535210791777693
